CUOC,Descripcion_CUOC
75439,"Esta ocupación abarca a Clasificadores y probadores de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones del Grupo Primario 7543 Clasificadores y probadores de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones. Por ejemplo, incluye aquellos que Inspeccionan, prueban, clasifican, muestrean y pesan materias primas, componentes fabricados y artículos no comestibles producidos o vendidos, para asegurar que se cumplan los estándares de calidad y descubrir defectos, desgastes y desviaciones con respecto a las especificaciones y ordenar y clasificar dichos productos de acuerdo con su calidad. Se pueden desempeñar en empresas manufactureras, entre otros."
75440,"Ponen trampas o usan productos químicos para erradicar plagas, insectos nocivos, animales pequeños, malezas, plantas silvestres y otros organismos indeseados con el fin de evitar daños a las cosechas, edificaciones, estructuras, entornos y prevenir riesgos para la salud. Se pueden desempeñar en empresas de fumigación especializada, cultivos, viveros, entre otros."
75491,"Elaboran, producen y acondicionan implantes orbitarios, prótesis oculares, adminículos protésicos y otros dispositivos médicos sobre medida para la salud visual y ocular, utilizando materiales, equipos, herramientas y máquinas con base en las especificaciones técnicas a partir de una prescripción óptica que realiza el profesional optómetra u oftalmólogo. Se pueden desempeñar en talleres y laboratorios ópticos."
75499,"Esta ocupación abarca a Otros oficiales y operarios no clasificados en otras ocupaciones en el Subgrupo 754 Otros oficiales, operarios y afines. Por ejemplo, incluye aquellos que manipulan y operan juegos pirotécnicos bajo condiciones de seguridad y a quienes emplean elementos pirotécnicos para juegos tradicionales, como el tejo. Se pueden desempeñar en empresas que realizan juegos tradicionales, entre otros."
81111,"Operan equipos y herramientas de minería de perforación para abrir rozas o practicar perforaciones a profundidades específicas y posiciones demarcadas en minería subterránea y a cielo abierto para la extracción de carbón, piedras, metales preciosos y otros minerales; realizan la construcción de túneles, pasadizos y pozos para facilitar las operaciones de minería bajo tierra. Se pueden desempeñar en empresas de explotación minera, canteras y contratistas de perforación, entre otros."
81112,"Realizan labores de operación y mantenimiento de instalaciones mineras como sistemas transportadores, conductos, estructuras de galerías subterráneas, vías de acceso, entre otros; el suministro de materiales y provisiones de apoyo a la explotación minera. Se pueden desempeñar en compañías de explotación minera, compañías constructoras de minas subterráneas, entre otros."
81113,"Operan y supervisan equipos para corte, empuje, apilamiento, cargue y transporte de material minero, construcción y mantenimiento de vías mineras, control de polvos, limpieza y adecuación de áreas de la mina bien sea a cielo abierto o bajo tierra, según plan minero o de acuerdo con las normas técnicas y los procedimientos de la empresa. Se pueden desempeñar en compañías de explotación minera, canteras, entre otros."
81120,"Operan y supervisan máquinas y equipos que hacen parte de un proceso de producción en cadena de minerales, rocas, piedra y metales con el fin de obtener productos refinados para uso inmediato o para nuevos procesamientos ulteriores. Se pueden desempeñar en plantas procesadoras de metal y mineral como refinerías de cobre, plomo y zinc, acerías, plantas de aluminio, refinerías de metales preciosos, plantas procesadoras de cemento, entre otros."
81131,"Operan, supervisan y controlan equipos de perforación mecánico o electrónico, instrumentos y equipo auxiliar utilizados en la perforación y mantenimiento de pozos. Se pueden desempeñar en compañías de explotación y producción de petróleo y gas, entre otros."
81132,"Operan, supervisan y controlan equipos para la perforación de pozos de agua para fines diversos, realizan servicios de calibración o reparación a instrumentos y equipos. Se pueden desempeñar en empresas de perforación, entre otros."
81133,"Operan, supervisan y controlan máquinas y equipos de servicio a pozos; operan sistemas de bombeo especializado para aplicar cemento en los pozos o tratarlos con químicos, mezclas de arena y gases para la perforación. Se pueden desempeñar en compañías petroleras, explotadoras de gas y petróleo, empresas especializadas en perforación de pozos, entre otros."
81134,"Operan, supervisan y controlan equipos en la operación de los procesos de producción de hidrocarburos, well testing y mantenimiento de las instalaciones, la maquinaria y los equipos cumpliendo con los estándares técnicos. Se pueden desempeñar en plantas de producción de hidrocarburos, entre otros."
81135,"Operan, supervisan y controlan equipos de servicios a pozos de hidrocarburos como transporte de producto, well testing, haciendo recorrido a pozos, observando condiciones de superficie y mantenimiento de los equipos, realizan el manejo y operaciones a los sistemas de levantamiento artificial y de reacondicionamiento de pozos. Se pueden desempeñar en plantas de producción de hidrocarburos y perforación de pozos, entre otros."
81136,"Operan, supervisan y controlan equipos en torres de perforación de pozos hidrocarburos de acuerdo con los parámetros dispuestos por los responsables de la operación, identificando los sistemas que conforman el equipo de perforación, manipulando y operando la tubería y las herramientas, apoyando en el arme y desarme de la torre de perforación. Se pueden desempeñar plantas de producción de hidrocarburos y perforación de pozos, entre otros."
81140,"Operan y supervisan máquinas para la fabricación de productos y acabado de hormigón prefabricado, betún y productos de piedra, y fabrican piedra artificial destinada a la construcción. Se pueden desempeñar en empresas fabricantes de productos de piedra, concreto, entre otros."
81210,"Operan, supervisan y ajustan equipos y máquinas unifuncionales que hace parte de un proceso de producción en cadena para procesar minerales y metales. Se pueden desempeñar en refinerías de cobre, plomo y zinc, acerías, plantas de aluminio, refinerías de metales preciosos, plantas procesadoras de metal, entre otros."
81220,"Operan y supervisan máquinas o equipo para dar acabado, galvanizado y recubrimiento de piezas o artículos de metal para aumentar su resistencia a la corrosión y abrasión, darles revestimiento decorativo, protector, restaurativo o conferirles propiedades eléctricas o magnéticas. Se pueden desempeñar en empresas fabricantes de productos metálicos, talleres de cromado, galvanizado, entre otros."
81311,"Operan y controlan maquinas, aparatos y unidades para combinar, mezclar, procesar y empacar un amplio rango de químicos especiales, productos farmacéuticos, de aseo y de tocador; Ajustan las unidades y equipo de procesamiento en estas plantas. Se pueden desempeñar en compañías procesadoras de petróleo, gas natural, oleoductos, petroquímicas, químicas, farmacéuticas, entre otros."
81312,"Operan, controlan, monitorean y ajustan aparatos, unidades, sistemas, equipos y accesorios en plantas de gas; operan sistemas de compresión y descompresión de gas, realizan labores de sistemas de trasiego, envasan gas en contenedores y almacenan gas aplicando las normas de seguridad. Controlan arranque y cierre de proceso. Se pueden desempeñar en empresas de distribución de gas, plantas de almacenamiento, envasado de gas, entre otros."
81320,"Operan y supervisan equipos para fabricar, procesar y retocar películas fotográficas y cinematográficas, revelan las películas expuestas e imprimen copias según técnicas o especificaciones requeridas. Se pueden desempeñar en laboratorios de procesamiento de películas, establecimientos de revelado fotográfico, entre otros."
81410,"Operan y supervisan máquinas para el procesamiento del caucho y productos del caucho, producen diversos componentes para ensamblar e inspeccionar productos de caucho natural o sintético como calzado de goma, artículos del hogar, materiales aislantes, accesorios industriales y neumáticos. Se pueden desempeñar en fábricas de llantas, empresas de fabricación de productos de caucho, entre otros."
81420,"Operan y supervisan máquinas para la mezcla, el prensado, el corte, la extrusión, el moldeo y el termoformado del plástico para obtener material usado en la manufactura de partes y productos de plástico. Se pueden desempeñar en empresas fabricantes de productos plásticos, entre otros."
81430,"Operan y supervisan máquinas para fabricar bolsas, empaques, cajas, sobres y otros productos de papel, cartón, cartulina y materiales similares. Se pueden desempeñar en empresas fabricantes de productos de papel, entre otros."
81510,"Operan y supervisan máquinas que preparan fibras e hilan, doblan, retuercen o devanar hilos e hilazas procedentes de fibras textiles naturales según especificaciones requeridas. Se pueden desempeñar en fábricas de textiles, entre otros."
81520,"Instalan, operan y supervisan máquinas para elaborar telas, tejidos, encajes, tapetes, cordel, tela industrial, calcetería, prendas de vestir, telas para acolchar, bordar y hacen piezas a partir de retazos. Se pueden desempeñar en empresas de textiles, empresas que fabrican prendas de vestir, acolchados, entre otros."
